PSME1	0.8730662499999999
B2M	1.0973282500000001
TAPBP	1.22649325
PTK7	-1.01118675
TAP2	1.64508325
NXN	-1.1206067499999999
STAT1	0.92385725
LAP3	0.6544542499999999
PSMB5	-0.9294417500000001
TAP1	1.0608282500000001
CBR3	1.08831675
DCK	0.59381025
CD74	1.56318625
HLA-A	1.0387482500000003
MVP	1.1679882499999996
PARN	0.53860525
HLA-C	1.3723432500000003
BCAP29	0.6659609999999999
MED20	-0.50995575
FAHD2A	0.5438282
HLA-DRA	1.1024032499999998
UBE2J1	0.6525092499999999
RAB10	0.35387025000000005
OGDH	0.52913075
NAGK	0.6932902499999999
PREP	0.39844245
IFIT1	0.84150825
ZNF512	-0.7312352500000001
ICAM1	1.04863425
CNDP2	0.63673325
NUB1	0.65924625
ATP6V1B2	0.34132825
KIAA1598	0.8793512499999998
HLA-B	1.2469682500000001
ANXA11	0.49245525
ARPC1B	0.30371325000000005
CASP1	1.06021675
GBP1	1.0335182500000004
NDUFA5	0.39577595
ERAP1	0.73690825
GHDC	0.36828474999999994
HLA-DPA1	1.7444482499999998
CDC42	0.29158785
CAPZB	0.36162425
ACSL3	0.30221224999999996
RASAL2	0.56411895
COMMD8	0.63216425
SP100	0.8074392499999998
RAC2	1.3275832499999998
RBM42	-0.66320595
HINT2	0.73040825
PTK2	-0.52064725
GYG1	0.5753522499999999
CBR1	0.7001902499999999
DNMT3A	-1.9398877500000002
ZC3HAV1	0.34358975
RAB8A	0.34063904999999994
AKR1A1	0.3960382499999999
SOD2	1.0647732499999996
EFHD2	0.41353525
ARHGAP18	0.74336175
PSMB10	1.1999582500000001
VPS33A	0.5225442499999999
DBN1	-0.65838925
CRAT	0.5325792500000001
C17orf59	0.6230282500000002
APOL2	1.28130325
SNRPD2	-0.5406005
SIPA1	0.50779725
LGALS3	0.84417125
WARS	1.06503915
EZR	0.4659352499999999
PDP1	0.33116674999999995
GSTO1	0.6530929499999999
PYCARD	0.72349625
RABGGTA	0.54091025
RHOA	0.17617365000000001
S100B	1.77921325
TMX4	0.5789372500000001
PTER	1.09359425
MFI2	0.65754525
COX4I1	0.3717395
PLEKHO2	0.6662052499999999
PYGB	0.6645057499999999
PSMB9	0.93641325
SAE1	-0.6543347500000001
PSME2	0.63651225
MOB1A	0.4329836
TBC1D17	0.9036650500000001
ERO1L	0.36244525000000005
ATP6V1A	0.21863075
OAS3	0.6219462499999999
ISG20	0.87720475
HMGCL	0.51543225
PPA2	0.36826975000000006
ATG5	0.4726977499999999
ESYT1	0.25593774999999985
RER1	0.36185375
ACTR2	0.17367674999999996
ALDOC	0.50284575
ARPC2	0.35553574999999993
RAB43	0.40417725000000004
EML3	0.43911124999999984
CUX1	-0.67076775
MAPK3	0.33766225000000005
IFI30	0.89452325
MAGEC2	0.9530882500000002
NDRG2	0.39078325000000014
TECR	0.24424274999999998
PARP4	0.9423042500000001
COIL	-0.61868625
VPS13C	0.4089952499999999
ESD	0.33386225
GPX1	0.40282324999999997
TRIM28	-0.41388174999999994
SLFN5	0.53941045
FIS1	0.48445425
CAP1	0.08090960999999999
CSTB	0.8011982500000001
ADGRE5	0.98704261
OTUD4	0.4747937499999999
CIAO1	0.15600075
PCYT1A	0.2148052
RNH1	0.34195425
ATP6V1E1	0.41538624999999996
C9orf142	0.6935382499999998
GSTK1	0.37972324999999985
SNAPIN	0.51512225
PAF1	-0.7521187500000001
SERPINH1	-0.68764325
SLC9A3R1	0.4040282500000002
CS	0.12851524999999994
DLST	0.6228382499999999
ENO1	0.35086525
SH3GLB2	0.5309062500000001
HLA-DMB	1.3714732499999998
USO1	0.16424575
SEC11C	0.7756282499999998
EML2	0.37456524999999996
PTPN1	0.23686925
C1QC	1.6371382500000002
UBXN7	-0.43301675000000006
ISG15	0.6335182500000003
ACTR3	0.19361875000000003
TPRKB	0.57179325
STK4	0.32806575000000004
DIMT1	-0.7408017500000001
OSTF1	0.24602324999999994
TP53RK	0.48006075000000015
DHRS4	0.5885348499999999
G6PD	0.15294374999999996
MX1	0.8664424500000001
NFKB2	0.511827
CNOT2	-0.29538125000000004
CYB5R3	0.11908175000000001
KIF23	0.4200282499999999
STAU1	-0.27770925
PGK1	0.25797005000000006
XPO5	-0.58686775
PARP14	0.7372697500000001
SQRDL	0.79002605
PDXK	0.34869025
GPD1L	0.45294824999999994
PDHB	0.35251825000000003
DTX3L	1.21344925
SCARB2	0.35216824999999996
GSTZ1	0.7012132500000001
ALYREF	-0.5789886000000001
ATG3	0.24452474999999999
ANKRD52	0.33572725000000003
GBP2	1.0820032499999999
CYB5R1	0.50882725
ILF2	-0.54517325
LGALS1	0.48894645000000003
IFIT5	0.61585375
SRPK1	-0.5605613
LLGL1	-0.49766425000000003
LARP1	-0.30993465
COPS5	0.3486397
ENY2	-0.5476627500000001
EIF2S2	0.28639525
FSTL1	-0.6621687500000001
SPRYD4	0.56098225
ZC3H4	-0.36409815
ADK	0.10401574999999999
CELF2	0.8593072499999999
ARL6IP5	0.45368324999999987
NAPA	0.21327325
RAP1GDS1	0.34629374999999996
AAAS	-0.28927475
DOCK10	0.4957712499999999
HLA-DRB1	1.5029662500000003
FKBP8	0.15542274999999997
PSMB8	0.70055325
HPCA	0.30105824999999997
HPCAL1	0.30105824999999997
ETHE1	0.40163216
OXCT1	0.48782824999999996
CD59	0.78241425
STX4	0.04275524999999994
CMPK1	0.40032475
AIP	0.25269675
RDH11	0.46219524999999995
SUPT5H	-0.4400442499999999
ATP1B1	0.88737625
FSCN1	-1.22101635
PRDX5	0.2935122499999999
IQGAP1	0.13947325000000002
GFM1	0.23274275000000003
ATP1A1	0.30207955
SEC31A	0.09195895000000001
RAB18	0.5468492499999998
PPP1CA	0.12597324999999995
LYPLAL1	0.31686174999999994
SAMD4B	-0.43641660000000004
SAMHD1	0.6640782499999998
SPATA5	0.40322375
STK24	0.21684165000000002
MDK	-1.03176775
NCEH1	0.68348275
UPP1	0.37560225
SUCLG1	0.28125715000000007
LNPEP	0.22083374999999997
COX5A	1.06245825
FKBP2	0.49827274999999993
POLRMT	-0.86043175
MAGOHB	-0.20710274999999997
SERPINB8	0.63637225
GNAI2	0.43657274999999995
CYP20A1	0.56507825
PML	0.42428325
ERP44	0.23052275000000003
LTA4H	0.3901412499999999
GPSM1	-0.4260554
PDIA3	0.56430925
TMEM63A	0.87597225
MAP2K6	-0.99793325
ZCCHC3	-0.71863871
LPXN	0.47281724999999986
ACOT7	0.37854175
RHOG	0.59723975
TYMS	-0.76484175
CRLF3	0.6195800499999999
SPCS3	0.19550710000000002
RAB27A	1.00257025
CHMP5	0.36569825
